1.000000,0.366279,0.666667,1.000000,0.345930,1.000000,0.666667,1.000000,1.000000
0.666667,0.100000,0.166667,0.000000,0.098837,0.000000,0.000000,0.000000,1.000000
1.000000,0.023256,0.333333,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000
0.666667,0.018605,0.333333,0.200000,0.133721,1.000000,0.333333,0.000000,0.000000
0.000000,0.003488,0.333333,0.200000,0.087209,1.000000,0.666667,0.000000,0.000000
0.666667,0.063953,0.166667,0.000000,0.069767,0.500000,0.000000,0.500000,0.000000
0.333333,0.186047,0.500000,0.800000,0.090116,1.000000,0.666667,1.000000,1.000000
0.333333,0.094186,0.333333,0.400000,0.069767,1.000000,0.666667,0.000000,0.000000
0.000000,0.267442,0.500000,0.600000,0.148256,1.000000,1.000000,1.000000,1.000000
0.000000,0.470930,0.666667,0.800000,0.191860,1.000000,1.000000,1.000000,1.000000
1.000000,0.452326,0.500000,0.800000,0.273256,1.000000,1.000000,0.500000,1.000000
0.000000,0.017442,0.333333,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000
1.000000,0.023256,0.500000,0.000000,0.017442,0.000000,0.000000,0.500000,0.000000
0.333333,0.125581,0.333333,0.600000,0.104651,0.500000,0.333333,0.500000,0.000000
0.000000,0.184884,0.500000,0.600000,0.148256,1.000000,0.333333,0.500000,1.000000
0.333333,0.180233,0.333333,0.600000,0.156977,1.000000,0.666667,1.000000,1.000000
0.333333,0.154651,0.500000,0.400000,0.116279,1.000000,0.333333,1.000000,1.000000
0.333333,0.258140,0.333333,1.000000,0.186047,0.500000,0.333333,0.500000,1.000000
0.000000,0.063953,0.333333,0.400000,0.125000,0.500000,0.333333,0.500000,0.000000
0.000000,0.222093,0.333333,0.600000,0.110465,1.000000,0.666667,0.000000,1.000000
0.333333,0.279070,0.333333,0.800000,0.156977,0.500000,0.666667,0.000000,1.000000
0.333333,0.359302,0.333333,0.600000,0.098837,1.000000,0.666667,0.500000,0.000000
1.000000,0.674419,0.333333,0.800000,0.139535,1.000000,1.000000,0.000000,1.000000
1.000000,0.447674,0.500000,0.800000,0.125000,1.000000,0.666667,0.500000,1.000000
1.000000,0.333721,0.333333,0.600000,0.116279,1.000000,1.000000,1.000000,1.000000
0.333333,0.213953,0.333333,0.400000,0.078488,0.500000,0.333333,0.000000,0.000000
1.000000,0.190698,0.333333,0.600000,0.127907,1.000000,0.666667,0.500000,1.000000
1.000000,0.190698,0.333333,0.600000,0.113372,1.000000,0.666667,0.500000,1.000000
1.000000,0.288372,0.500000,0.400000,0.127907,1.000000,0.666667,0.000000,0.000000
1.000000,0.960465,0.666667,1.000000,0.215116,1.000000,1.000000,0.500000,1.000000
0.333333,0.123256,0.500000,0.400000,0.110465,1.000000,0.666667,0.000000,0.000000
0.333333,0.134884,0.333333,0.200000,0.072674,0.500000,0.666667,1.000000,0.000000
0.333333,0.075581,0.333333,0.200000,0.075581,1.000000,0.666667,0.000000,0.000000
0.000000,0.000000,0.166667,0.200000,0.084302,1.000000,0.666667,0.000000,0.000000
0.000000,0.087209,0.333333,0.600000,0.113372,1.000000,0.333333,0.000000,0.000000
0.666667,0.046512,0.333333,0.000000,0.040698,0.000000,0.000000,0.000000,0.000000
0.666667,0.098837,0.500000,0.000000,0.113372,0.000000,0.000000,0.000000,0.000000
0.666667,0.093023,0.166667,0.000000,0.087209,0.500000,0.000000,0.000000,1.000000
0.666667,0.093023,0.333333,0.000000,0.093023,0.000000,0.000000,0.000000,0.000000
0.000000,0.127907,0.333333,0.200000,0.069767,1.000000,0.666667,0.000000,0.000000
1.000000,0.058140,0.333333,0.000000,0.040698,0.000000,0.000000,0.000000,0.000000
0.333333,0.145349,0.333333,0.200000,0.098837,1.000000,0.666667,0.000000,0.000000
1.000000,0.068605,0.166667,0.400000,0.113372,1.000000,0.666667,0.000000,0.000000
1.000000,0.094186,0.333333,0.400000,0.107558,1.000000,0.666667,0.500000,0.000000
0.333333,0.210465,0.500000,0.400000,0.148256,1.000000,0.666667,0.500000,0.000000
1.000000,0.183721,0.500000,0.400000,0.142442,1.000000,0.333333,0.500000,1.000000
1.000000,0.773256,0.500000,0.800000,0.308140,1.000000,0.666667,0.500000,1.000000
1.000000,0.110465,0.333333,0.400000,0.113372,1.000000,1.000000,0.000000,0.000000
1.000000,0.126744,0.166667,0.400000,0.174419,0.500000,1.000000,0.000000,1.000000
1.000000,0.151163,0.333333,0.600000,0.127907,1.000000,0.333333,0.500000,1.000000
1.000000,0.126744,0.333333,0.400000,0.180233,0.500000,0.666667,0.000000,1.000000
1.000000,0.284884,0.500000,0.800000,0.186047,1.000000,0.333333,0.500000,1.000000
1.000000,0.267442,0.166667,0.800000,0.337209,0.500000,1.000000,0.500000,1.000000
1.000000,0.716279,0.666667,0.800000,0.354651,1.000000,0.666667,0.500000,1.000000
0.333333,0.209302,0.333333,0.200000,0.069767,0.500000,0.333333,0.000000,0.000000
0.333333,0.195349,0.333333,0.800000,0.154070,0.500000,0.666667,0.500000,1.000000
0.666667,0.093023,0.833333,0.000000,0.098837,0.500000,0.000000,0.000000,1.000000
0.333333,0.039535,0.333333,0.200000,0.127907,1.000000,0.333333,0.500000,0.000000
0.333333,0.144186,0.500000,0.200000,0.156977,1.000000,0.333333,0.500000,0.000000
0.666667,0.058140,0.166667,0.200000,0.104651,1.000000,0.000000,0.000000,0.000000
0.333333,0.158140,0.333333,0.600000,0.093023,1.000000,0.666667,1.000000,0.000000
0.333333,0.223256,0.666667,0.600000,0.142442,1.000000,0.666667,0.500000,1.000000
0.000000,0.005814,0.500000,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000
0.333333,0.232558,0.500000,0.600000,0.200581,1.000000,0.333333,0.000000,1.000000
0.666667,0.017442,0.166667,0.000000,0.034884,0.000000,0.000000,0.000000,0.000000
1.000000,0.005814,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
