0.090909,0.628205,0.666667,1.000000,0.666667,1.000000
0.090909,0.512821,1.000000,1.000000,0.666667,1.000000
0.072727,0.128205,0.000000,0.000000,0.666667,0.000000
0.090909,0.500000,0.000000,1.000000,0.666667,1.000000
0.090909,0.743590,0.000000,0.750000,0.666667,1.000000
0.054545,0.307692,0.333333,0.000000,0.666667,1.000000
0.072727,0.230769,0.666667,0.000000,0.333333,0.000000
0.072727,0.538462,0.333333,0.000000,0.333333,0.000000
0.072727,0.461538,0.000000,0.000000,0.666667,0.000000
0.054545,0.435897,0.666667,0.750000,0.666667,0.000000
0.072727,0.525641,0.333333,0.000000,0.666667,1.000000
0.072727,0.461538,0.000000,0.000000,0.666667,1.000000
0.090909,0.487179,1.000000,0.500000,0.000000,1.000000
0.090909,0.307692,1.000000,0.750000,0.666667,1.000000
0.072727,0.525641,0.333333,0.750000,0.666667,1.000000
0.090909,0.730769,1.000000,1.000000,0.666667,1.000000
0.090909,0.346154,1.000000,1.000000,0.666667,1.000000
0.090909,0.474359,1.000000,0.750000,0.666667,0.000000
0.072727,0.358974,0.000000,1.000000,0.333333,0.000000
0.090909,0.461538,1.000000,0.750000,0.666667,1.000000
0.090909,0.500000,1.000000,0.750000,0.666667,1.000000
0.072727,0.269231,0.000000,0.000000,0.333333,0.000000
0.072727,0.807692,0.000000,0.000000,0.666667,0.000000
0.072727,0.538462,0.333333,0.000000,0.666667,0.000000
0.090909,0.628205,0.666667,0.750000,0.333333,1.000000
0.072727,0.474359,0.666667,0.750000,0.333333,0.000000
0.072727,0.769231,0.000000,0.000000,0.000000,0.000000
0.072727,0.410256,0.000000,0.000000,0.666667,0.000000
0.090909,0.564103,0.666667,1.000000,0.333333,1.000000
0.090909,0.589744,1.000000,1.000000,0.666667,1.000000
0.090909,0.628205,1.000000,1.000000,0.666667,1.000000
0.072727,0.717949,0.333333,0.000000,0.333333,0.000000
0.090909,0.794872,0.666667,1.000000,0.666667,1.000000
0.072727,0.397436,0.333333,0.000000,0.000000,0.000000
0.090909,0.435897,1.000000,0.500000,0.666667,1.000000
0.090909,0.538462,1.000000,0.500000,0.666667,1.000000
0.072727,0.500000,0.333333,1.000000,0.666667,0.000000
0.090909,0.717949,1.000000,0.750000,0.666667,1.000000
0.072727,0.397436,0.000000,0.000000,0.666667,0.000000
0.072727,0.346154,0.333333,0.000000,0.666667,0.000000
0.072727,0.589744,0.333333,0.000000,0.666667,0.000000
0.072727,0.705128,0.333333,0.000000,0.333333,0.000000
0.090909,0.641026,1.000000,0.500000,0.666667,1.000000
0.090909,0.435897,1.000000,1.000000,0.666667,0.000000
0.090909,0.615385,1.000000,0.750000,0.666667,1.000000
0.072727,0.089744,0.000000,0.000000,0.666667,0.000000
0.090909,0.717949,0.000000,0.000000,0.333333,1.000000
0.072727,0.589744,0.000000,0.000000,0.666667,0.000000
0.090909,0.538462,1.000000,0.500000,0.333333,1.000000
0.090909,0.628205,0.333333,0.750000,0.000000,0.000000
0.072727,0.628205,1.000000,1.000000,0.666667,0.000000
0.090909,0.333333,1.000000,0.750000,0.333333,1.000000
0.054545,0.641026,0.000000,0.000000,0.666667,1.000000
0.090909,0.512821,1.000000,0.750000,0.666667,1.000000
0.090909,0.564103,0.000000,1.000000,0.666667,1.000000
0.072727,0.705128,0.666667,0.750000,0.666667,1.000000
0.072727,0.794872,1.000000,0.750000,0.666667,1.000000
0.090909,0.525641,0.333333,0.000000,0.666667,1.000000
0.090909,0.461538,1.000000,0.750000,0.666667,1.000000
0.090909,0.564103,1.000000,0.750000,0.666667,0.000000
0.072727,0.192308,0.333333,0.000000,0.666667,0.000000
0.072727,0.500000,0.000000,0.000000,0.666667,0.000000
0.072727,0.346154,1.000000,0.750000,0.666667,0.000000
0.090909,0.679487,1.000000,0.750000,0.666667,1.000000
0.090909,0.525641,1.000000,0.750000,0.333333,0.000000
0.072727,0.487179,0.000000,0.000000,0.666667,0.000000
0.072727,0.500000,0.333333,0.000000,0.333333,0.000000
0.090909,0.474359,0.666667,0.750000,0.666667,1.000000
0.090909,0.846154,1.000000,1.000000,0.666667,0.000000
0.090909,0.423077,1.000000,0.750000,0.666667,1.000000
0.072727,0.076923,0.333333,0.000000,0.333333,0.000000
0.072727,0.615385,0.000000,0.000000,0.666667,0.000000
0.090909,0.192308,1.000000,0.750000,0.666667,0.000000
0.072727,0.525641,1.000000,0.500000,0.333333,0.000000
0.090909,0.282051,1.000000,1.000000,0.666667,1.000000
0.090909,0.628205,1.000000,0.750000,0.666667,1.000000
0.090909,0.730769,1.000000,0.500000,0.666667,1.000000
0.090909,0.871795,1.000000,0.750000,0.666667,0.000000
0.090909,0.615385,1.000000,0.750000,0.666667,1.000000
0.090909,0.358974,1.000000,1.000000,0.666667,1.000000
0.072727,0.525641,1.000000,0.750000,0.666667,1.000000
0.090909,0.602564,1.000000,0.750000,0.666667,1.000000
0.072727,0.448718,0.000000,0.000000,0.666667,0.000000
0.090909,0.628205,0.666667,1.000000,0.666667,1.000000
0.090909,0.794872,1.000000,1.000000,0.666667,1.000000
0.072727,0.474359,0.333333,0.000000,0.666667,0.000000
0.072727,0.371795,0.000000,0.000000,0.333333,0.000000
0.090909,0.564103,1.000000,1.000000,0.666667,1.000000
0.090909,0.576923,1.000000,0.750000,0.666667,1.000000
0.072727,0.679487,1.000000,0.750000,0.666667,1.000000
0.072727,0.294872,0.000000,0.000000,0.666667,0.000000
0.090909,0.500000,1.000000,0.750000,1.000000,1.000000
0.090909,0.679487,1.000000,0.750000,1.000000,1.000000
0.072727,0.615385,0.000000,0.000000,0.666667,0.000000
0.072727,0.371795,0.333333,0.750000,0.333333,0.000000
0.054545,0.205128,1.000000,0.750000,0.666667,0.000000
0.072727,0.525641,0.666667,0.750000,0.666667,0.000000
0.090909,0.628205,1.000000,0.750000,0.666667,1.000000
0.072727,0.294872,0.333333,0.000000,0.666667,0.000000
0.072727,0.064103,0.666667,0.000000,0.666667,0.000000
0.072727,0.307692,0.333333,0.000000,0.666667,0.000000
0.090909,0.884615,1.000000,1.000000,0.666667,1.000000
0.072727,0.641026,0.000000,0.000000,0.666667,1.000000
