0.072825,0.006012,0.092843,1.000000,0.307692,0.727273,3.000000
0.008092,0.248497,0.499499,0.125000,0.153846,0.181818,3.000000
0.008092,0.248497,0.499499,0.125000,0.153846,0.181818,3.000000
0.008092,0.248497,0.499499,0.125000,0.153846,0.181818,3.000000
0.008092,0.248497,0.249249,0.125000,0.153846,0.090909,3.000000
0.006069,0.248497,0.499499,0.250000,0.153846,0.181818,3.000000
0.004046,0.498998,0.499499,0.250000,0.307692,0.181818,3.000000
0.004046,0.498998,0.499499,0.250000,0.307692,0.181818,3.000000
0.004046,0.498998,1.000000,0.250000,0.307692,0.181818,3.000000
0.004046,1.000000,1.000000,0.500000,0.615385,0.363636,3.000000
0.258260,0.029309,0.045921,0.000000,0.019231,0.011364,0.000000
0.258260,0.014028,0.053741,0.015625,0.019231,0.034091,0.000000
0.028995,0.060621,0.124124,0.253906,0.019231,0.045455,2.000000
0.022252,0.123246,0.249249,0.253906,0.019231,0.045455,3.000000
0.224545,0.000000,0.000000,0.000000,0.019231,0.022727,0.000000
0.123399,0.014028,0.249249,0.000000,0.076923,0.181818,2.000000
0.101146,0.014404,0.030280,0.031250,0.076923,0.085227,0.000000
0.084963,0.014028,0.077202,0.000000,0.134615,0.181818,1.000000
0.084963,0.029309,0.030280,0.000000,0.096154,0.090909,0.000000
0.062711,0.154559,0.077202,0.554688,0.153846,0.363636,3.000000
0.084963,0.044965,0.097535,0.000000,0.096154,0.181818,1.000000
0.084963,0.095065,0.095971,0.000000,0.096154,0.113636,1.000000
0.084963,0.070015,0.095971,0.000000,0.115385,0.363636,1.000000
0.062711,0.095065,0.095971,0.000000,0.115385,0.363636,2.000000
0.204316,0.002004,0.092843,0.000000,0.019231,0.068182,1.000000
0.204316,0.014028,0.030280,0.015625,0.019231,0.017045,0.000000
0.204316,0.006012,0.092843,0.000000,0.019231,0.034091,1.000000
0.204316,0.006012,0.045921,0.015625,0.019231,0.017045,0.000000
0.204316,0.014028,0.077202,0.015625,0.019231,0.028409,1.000000
0.204316,0.006012,0.077202,0.015625,0.019231,0.034091,0.000000
0.005394,0.039016,0.039977,0.511719,0.230769,0.136364,3.000000
0.005394,0.039016,0.039977,0.511719,0.230769,0.136364,3.000000
0.022252,0.080035,0.162913,0.117188,0.230769,0.136364,2.000000
0.022252,0.080035,0.162913,0.117188,0.230769,0.136364,2.000000
0.026298,0.162074,0.326983,0.117188,0.230769,0.136364,3.000000
0.031693,0.162074,0.326983,0.117188,0.230769,0.136364,3.000000
0.022252,0.013652,0.030280,0.031250,0.019231,0.022727,0.000000
0.022252,0.029309,0.061562,0.031250,0.019231,0.028409,1.000000
0.022252,0.060621,0.124124,0.031250,0.019231,0.028409,1.000000
0.022252,0.029309,0.061562,0.031250,0.057692,0.028409,1.000000
0.022252,0.029309,0.124124,0.031250,0.057692,0.028409,1.000000
0.022252,0.060621,0.249249,0.031250,0.057692,0.028409,2.000000
0.022252,0.060621,0.249249,0.031250,0.057692,0.034091,2.000000
0.022252,0.060621,0.249249,0.031250,0.057692,0.034091,2.000000
0.078220,0.029309,0.186687,0.035156,0.057692,0.068182,2.000000
0.078220,0.029309,0.124124,0.035156,0.057692,0.068182,1.000000
0.534727,0.014028,0.007007,0.031250,0.019231,0.005682,0.000000
0.534727,0.029309,0.077202,0.000000,0.019231,0.005682,1.000000
0.204316,0.014028,0.124124,0.015625,0.019231,0.028409,1.000000
0.123399,0.014028,0.124124,0.031250,0.019231,0.045455,1.000000
0.460553,0.010020,0.124124,0.000000,0.019231,0.005682,1.000000
0.460553,0.006012,0.030280,0.000000,0.019231,0.005682,0.000000
0.082940,0.029309,0.249249,0.062500,0.019231,0.017045,2.000000
0.123399,0.029309,0.124124,0.000000,0.019231,0.011364,1.000000
0.062711,0.029309,0.061562,0.062500,0.019231,0.011364,1.000000
0.062711,0.029309,0.186687,0.062500,0.019231,0.011364,2.000000
0.136885,0.029309,0.124124,0.062500,0.019231,0.011364,1.000000
0.527984,0.006012,0.124124,0.000000,0.019231,0.022727,1.000000
0.527984,0.006012,0.124124,0.000000,0.019231,0.022727,1.000000
0.527984,0.006012,0.124124,0.000000,0.019231,0.022727,1.000000
0.527984,0.006012,0.124124,0.000000,0.019231,0.022727,1.000000
